id,nombre,apellido,email,sexo,dimensions,requirements,longitude,latitude
213,Prescott,Twelvetree,ptwelvetree5w@comcast.net,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":3}]",-70.6595615931111,-32.7265687792967
214,Mirilla,Stilldale,mstilldale5x@vkontakte.ru,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":4}]",-71.3142436613271,-33.1491269135637
215,Olenolin,Levesley,olevesley5y@xrea.com,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":10},{""name"":""guantes"",""score"":4},{""name"":""primeros auxilios"",""score"":2},{""name"":""condicion fisica"",""score"":8}]",-71.2315195912598,-33.1779889296125
216,Marietta,Douglass,mdouglass5z@ucla.edu,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":5}]",-71.3573195739148,-33.1497907749509
217,Vivian,Janowski,vjanowski60@loc.gov,Female,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":7}]",-71.0838345211349,-33.0565144539627
218,Fleming,Stuffins,fstuffins61@about.me,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":8}]",-71.1498565379947,-32.9940672580187
219,Willis,Iacomi,wiacomi62@de.vu,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":1}]",-71.0309781123576,-33.033638350781
220,Urbanus,Tarte,utarte63@etsy.com,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":4}]",-70.8313015082669,-34.1354894460492
221,Amerigo,Cahalan,acahalan64@qq.com,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":6},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":3},{""name"":""primeros auxilios"",""score"":9}]",-70.8222887254351,-34.1219385142551
222,Euphemia,Gyngyll,egyngyll65@state.tx.us,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":5}]",-70.8662684346445,-34.0955816110471
223,Dolores,Jumel,djumel66@etsy.com,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":9}]",-70.3518464115355,-34.0090606407602
224,Karina,Syrie,ksyrie67@cmu.edu,Female,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":4}]",-70.641943695683,-34.0325588557463
225,Clerc,Kmicicki,ckmicicki68@exblog.jp,Male,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":5}]",-70.604603811901,-34.0725047094811
226,Mile,Tuma,mtuma69@cnbc.com,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":8}]",-71.0181037814853,-34.3247024373684
227,Valdemar,Sporrij,vsporrij6a@sina.com.cn,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":8}]",-70.9112227792173,-34.2513518034467
228,Bobette,Isard,bisard6b@opera.com,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":5}]",-70.9262831461433,-34.2831897463674
229,Timi,Vannini,tvannini6c@answers.com,Female,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":5},{""name"":""primeros auxilios"",""score"":6}]",-71.0179356624717,-34.1841059071278
230,Tito,Tomlett,ttomlett6d@angelfire.com,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":5}]",-71.0331898484085,-34.2096580351982
231,Christabella,Jagiello,cjagiello6e@symantec.com,Female,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":3}]",-71.0418334650791,-34.2409417383213
232,Jeana,Daniells,jdaniells6f@jimdo.com,Female,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":10},{""name"":""guantes"",""score"":4},{""name"":""primeros auxilios"",""score"":2},{""name"":""condicion fisica"",""score"":1}]",-70.9345486329166,-34.1853312915347
233,Aleksandr,Goodbody,agoodbody6g@cpanel.net,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":5}]",-70.9105760401409,-34.2140833585212
234,Jessamyn,Borrel,jborrel6h@diigo.com,Female,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":8}]",-70.9815995702878,-34.2378804552849
235,Fanchette,Exposito,fexposito6i@imdb.com,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":5},{""name"":""guantes"",""score"":4}]",-70.7360804547822,-34.0938181562272
236,Harri,Bartot,hbartot6j@dell.com,Female,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":10},{""name"":""guantes"",""score"":8},{""name"":""primeros auxilios"",""score"":2},{""name"":""condicion fisica"",""score"":4}]",-70.7872489430355,-34.001140235946
237,Taber,Hender,thender6k@yandex.ru,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":5}]",-70.730654361508,-34.0767509533012
238,Ambur,Houchen,ahouchen6l@ibm.com,Female,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":1}]",-71.476777315307,-34.0809978970101
239,Rollin,McFarlane,rmcfarlane6m@vimeo.com,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":3}]",-71.1512115917249,-34.1845655401884
240,Nonna,Sextie,nsextie6n@reference.com,Female,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":2}]",-71.4140037793599,-34.1888058715845
241,Carma,Sheppey,csheppey6o@state.tx.us,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":8},{""name"":""primeros auxilios"",""score"":7}]",-70.31066720585,-34.54440060834
242,Sadie,Taber,staber6p@wikia.com,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":2}]",-70.2180219934237,-34.4462690151125
243,Brig,Vellender,bvellender6q@paypal.com,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":4},{""name"":""guantes"",""score"":5},{""name"":""primeros auxilios"",""score"":5},{""name"":""condicion fisica"",""score"":5},{""name"":""casco"",""score"":3}]",-70.3270295490576,-34.4911685168718
244,Catlaina,Cana,ccana6r@cbslocal.com,Female,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":4},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":7},{""name"":""condicion fisica"",""score"":4}]",-70.8167227951037,-34.4876064761801
245,Clarke,Braidon,cbraidon6s@goodreads.com,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":10}]",-71.0189505713564,-34.4274107382145
246,Garfield,Lapsley,glapsley6t@cisco.com,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":7}]",-70.9384446493833,-34.4486624685976
247,Celina,Labbey,clabbey6u@mail.ru,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":5},{""name"":""guantes"",""score"":5},{""name"":""primeros auxilios"",""score"":4},{""name"":""condicion fisica"",""score"":1}]",-70.8117614667077,-33.9670309413723
248,Anton,Kabos,akabos6v@pagesperso-orange.fr,Male,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":6}]",-70.4099694001974,-33.9637916133075
249,Ned,Pays,npays6w@ucsd.edu,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":5},{""name"":""alta estatura"",""score"":10},{""name"":""guantes"",""score"":4},{""name"":""primeros auxilios"",""score"":2},{""name"":""condicion fisica"",""score"":9}]",-70.795544979058,-33.9492105759454
250,Andie,Phillps,aphillps6x@opensource.org,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":10},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":2},{""name"":""condicion fisica"",""score"":2}]",-70.8436763173637,-34.2200309980044
251,Oren,Chapiro,ochapiro6y@dagondesign.com,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":5},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":3},{""name"":""primeros auxilios"",""score"":9},{""name"":""condicion fisica"",""score"":6},{""name"":""casco"",""score"":1}]",-70.8482404813062,-34.2203062966977
252,Khalil,Proven,kproven6z@ocn.ne.jp,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":10}]",-70.8454303345778,-34.2165610053197
253,Morley,Kubik,mkubik70@t.co,Male,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":2}]",-71.2075931978246,-34.3416826574615
254,Kay,Zavattieri,kzavattieri71@icq.com,Female,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":5},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":9}]",-71.2563548323539,-34.3457966018408
